Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-0702,Region IV-A,47,27,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0703,BARMM,25,7,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0704,Region IV-A,58,31,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0705,NCR,45,31,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-0706,NCR,57,6,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0707,Region IV-A,34,22,BS Science,Biology,General Science,Level 1,High
2026-STAR-0708,Region VII,31,32,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0709,Region VIII,32,2,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-0710,Region VII,41,34,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0711,NCR,27,34,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0712,Region VIII,36,2,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-0713,BARMM,24,2,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-0714,Region VII,34,11,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0715,NCR,36,25,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0716,BARMM,33,3,BS Science,Physics,Physics,Level 1,Low
2026-STAR-0717,Region VIII,29,6,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-0718,Region III,45,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0719,Region VIII,40,6,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-0720,Region I,43,30,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0721,Region VIII,42,9,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-0722,Region I,50,28,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0723,Region VII,41,26,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0724,Region III,55,13,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0725,NCR,59,25,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0726,BARMM,29,3,PhD STEM,Biology,General Science,Level 1,High
2026-STAR-0727,NCR,53,14,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0728,Region VIII,34,1,BS Science,Physics,Physics,Level 1,Low
2026-STAR-0729,Region VIII,42,9,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-0730,BARMM,42,9,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-0731,Region VII,37,7,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0732,BARMM,25,7,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-0733,Region VII,47,25,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0734,Region IV-A,36,18,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-0735,Region IV-A,38,19,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0736,Region III,57,5,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0737,BARMM,26,9,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0738,BARMM,40,6,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0739,Region IV-A,55,27,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0740,Region III,38,18,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0741,Region III,46,34,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0742,Region VIII,23,9,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-0743,Region IV-A,39,26,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0744,NCR,50,21,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-0745,Region VII,34,21,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0746,Region VIII,41,4,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-0747,NCR,35,17,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0748,Region VII,52,20,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-0749,Region I,53,21,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0750,Region VII,45,9,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0751,Region I,55,18,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0752,Region I,45,18,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0753,Region VIII,30,11,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0754,Region IV-A,43,21,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-0755,Region IV-A,51,5,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0756,Region IV-A,27,17,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0757,Region VIII,37,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0758,Region IV-A,43,12,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0759,Region VII,43,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0760,BARMM,30,7,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0761,Region VII,47,11,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-0762,Region III,46,16,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0763,Region III,41,8,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0764,Region VIII,38,3,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-0765,Region III,28,28,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0766,Region VII,44,11,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0767,Region I,58,14,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0768,Region VIII,41,10,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0769,Region I,58,20,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0770,Region VIII,27,11,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-0771,Region VII,35,26,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-0772,NCR,59,13,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0773,NCR,26,18,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0774,NCR,40,14,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0775,Region IV-A,52,10,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0776,Region IV-A,50,26,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0777,Region IV-A,34,31,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0778,BARMM,29,8,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0779,Region VIII,29,11,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0780,Region I,27,24,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0781,NCR,30,20,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0782,Region III,56,11,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0783,Region IV-A,41,13,Master of Arts in Ed,General Science,Mathematics,Level 1,High
2026-STAR-0784,NCR,36,25,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0785,BARMM,22,7,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0786,Region VII,58,30,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0787,NCR,44,32,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-0788,Region VIII,31,1,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0789,NCR,46,23,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0790,Region IV-A,52,23,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0791,Region III,49,6,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0792,Region VIII,42,8,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0793,BARMM,28,9,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-0794,Region VII,56,33,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0795,Region VII,54,18,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0796,NCR,40,27,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0797,Region I,56,22,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0798,Region IV-A,59,6,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0799,Region IV-A,41,30,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0800,BARMM,28,2,Master of Arts in Ed,Mathematics,Mathematics,Level 1,Low
2026-STAR-0801,Region III,32,27,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0802,Region IV-A,30,26,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0803,Region VII,32,12,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0804,Region VII,43,23,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0805,Region VII,28,24,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0806,Region III,43,5,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0807,Region VII,50,30,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0808,Region IV-A,52,26,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0809,Region IV-A,37,5,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0810,Region VIII,43,1,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-0811,NCR,46,5,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0812,BARMM,24,4,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-0813,Region VIII,26,1,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-0814,Region I,56,22,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-0815,BARMM,40,3,Bachelor of Secondary Education,Physics,Physics,Level 1,Low
2026-STAR-0816,Region VII,49,31,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-0817,Region VII,48,8,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0818,Region I,51,19,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0819,Region IV-A,37,25,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0820,BARMM,39,2,BS Science,Physics,Physics,Level 1,Low
2026-STAR-0821,BARMM,35,11,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-0822,Region VII,54,24,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0823,Region III,47,24,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0824,Region III,28,10,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0825,NCR,58,5,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-0826,Region VII,36,34,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0827,Region IV-A,45,6,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-0828,Region IV-A,50,6,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0829,Region III,55,26,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0830,NCR,37,7,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0831,Region III,47,24,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-0832,Region III,35,21,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0833,Region I,38,29,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0834,Region VIII,31,7,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0835,NCR,50,27,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0836,Region I,35,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0837,Region III,41,20,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0838,Region IV-A,54,33,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-0839,Region VIII,44,8,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0840,Region VIII,35,3,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0841,Region IV-A,57,27,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0842,Region VIII,22,9,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-0843,BARMM,35,9,BS Science,Mathematics,Chemistry,Level 1,High
2026-STAR-0844,Region VIII,39,2,Bachelor of Secondary Education,Chemistry,Chemistry,Level 1,Low
2026-STAR-0845,Region IV-A,36,10,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0846,BARMM,26,6,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-0847,NCR,40,26,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0848,Region VII,33,34,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0849,BARMM,38,4,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-0850,NCR,46,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0851,BARMM,38,8,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0852,Region I,30,12,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0853,Region I,44,29,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0854,Region I,33,32,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0855,BARMM,31,11,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-0856,Region I,44,11,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-0857,Region VII,33,6,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-0858,Region III,26,21,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0859,Region III,32,17,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0860,Region VIII,36,3,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-0861,Region I,36,11,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0862,Region IV-A,26,28,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0863,Region IV-A,25,11,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0864,Region III,42,12,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0865,BARMM,29,6,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0866,NCR,37,28,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-0867,NCR,39,10,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0868,Region I,28,16,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0869,Region VIII,32,7,BS Science,Physics,General Science,Level 1,High
2026-STAR-0870,Region VIII,22,10,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0871,Region VIII,36,4,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-0872,Region IV-A,48,30,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0873,BARMM,44,2,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-0874,BARMM,29,5,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0875,NCR,54,14,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0876,Region I,43,26,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0877,Region IV-A,41,24,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0878,BARMM,24,10,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0879,Region VIII,32,3,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-0880,Region VII,53,8,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0881,Region III,28,22,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0882,Region VIII,39,4,PhD STEM,General Science,Mathematics,Level 1,High
2026-STAR-0883,Region VIII,35,1,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0884,Region III,47,22,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0885,Region VII,49,9,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0886,Region IV-A,34,12,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0887,NCR,48,11,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-0888,Region VIII,43,10,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0889,BARMM,31,10,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-0890,Region I,37,33,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0891,Region IV-A,27,12,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0892,NCR,59,24,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0893,Region I,56,21,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-0894,Region VII,28,21,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0895,Region VII,52,31,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0896,Region III,28,5,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0897,Region VIII,29,3,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-0898,BARMM,44,11,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-0899,Region IV-A,54,24,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-0900,BARMM,35,5,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-0901,NCR,37,13,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-0902,Region I,54,22,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0903,Region IV-A,48,5,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0904,Region IV-A,36,15,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0905,NCR,39,12,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0906,NCR,25,27,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0907,Region IV-A,44,12,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0908,Region IV-A,42,18,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0909,NCR,53,23,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0910,Region VII,49,29,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0911,Region VIII,40,3,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-0912,NCR,59,24,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0913,Region IV-A,58,20,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0914,NCR,39,21,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0915,Region I,48,24,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-0916,BARMM,23,3,PhD STEM,General Science,General Science,Level 1,Low
2026-STAR-0917,BARMM,24,7,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0918,Region VII,51,29,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0919,Region I,59,5,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0920,Region III,43,34,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0921,Region I,47,28,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0922,Region I,33,10,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-0923,Region IV-A,30,20,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0924,Region VII,46,7,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0925,NCR,44,11,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-0926,Region VIII,24,3,Master of Arts in Ed,Chemistry,Chemistry,Level 1,Low
2026-STAR-0927,NCR,59,24,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0928,NCR,38,13,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0929,Region VIII,22,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0930,BARMM,27,8,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0931,BARMM,43,4,PhD STEM,Chemistry,General Science,Level 1,High
2026-STAR-0932,BARMM,31,4,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0933,Region I,37,32,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0934,Region III,49,20,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-0935,Region VII,54,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0936,Region VIII,24,5,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0937,Region IV-A,29,8,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0938,NCR,30,17,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-0939,Region VIII,22,7,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0940,Region III,28,18,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0941,Region VII,39,5,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0942,Region VII,59,8,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0943,Region III,32,24,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0944,Region VII,57,8,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-0945,NCR,48,8,BS Science,Physics,Biology,Level 1,High
2026-STAR-0946,Region III,36,6,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0947,Region IV-A,34,33,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0948,Region III,25,17,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-0949,Region VII,25,22,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0950,Region III,38,31,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0951,Region I,59,16,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0952,Region I,57,21,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0953,Region IV-A,37,22,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0954,NCR,45,21,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0955,Region IV-A,41,22,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0956,Region VII,47,6,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0957,Region VII,52,6,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0958,Region III,48,33,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0959,Region III,49,33,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0960,NCR,42,33,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0961,Region VIII,30,3,PhD STEM,Chemistry,Chemistry,Level 1,Low
2026-STAR-0962,Region VIII,22,6,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0963,Region VII,36,13,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0964,Region I,25,22,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0965,BARMM,32,7,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-0966,Region VIII,44,8,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0967,BARMM,25,7,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0968,Region VIII,36,4,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-0969,BARMM,26,11,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0970,Region IV-A,38,23,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0971,NCR,29,18,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0972,BARMM,39,9,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-0973,Region I,53,28,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0974,Region IV-A,34,19,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0975,Region IV-A,46,34,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0976,Region IV-A,27,12,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0977,NCR,27,28,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-0978,NCR,37,19,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0979,Region III,39,9,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0980,Region VIII,25,1,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-0981,Region VIII,41,8,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-0982,BARMM,27,9,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0983,Region IV-A,49,20,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0984,BARMM,41,5,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0985,NCR,51,34,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0986,Region III,58,17,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0987,Region IV-A,41,15,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0988,Region VIII,28,3,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-0989,Region III,40,32,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0990,Region VII,53,17,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-0991,Region VIII,41,3,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-0992,NCR,34,16,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0993,Region III,59,28,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0994,BARMM,42,1,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-0995,NCR,49,25,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0996,BARMM,43,8,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0997,Region I,59,7,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0998,BARMM,29,8,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-0999,Region VII,58,7,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1000,BARMM,40,4,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-1001,Region VII,28,20,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1002,BARMM,44,2,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1003,Region VIII,35,5,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-1004,NCR,33,5,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1005,BARMM,27,3,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-1006,Region III,45,24,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1007,NCR,58,16,Master of Arts in Ed,Physics,Physics,Level 2,Low
