Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-0953,Region III,58,29,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0954,Region III,54,31,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0955,Region III,44,30,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0956,Region VIII,33,10,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0957,Region I,47,29,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0958,Region I,50,29,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0959,Region III,48,27,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0960,Region VII,52,5,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0961,Region III,44,19,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0962,NCR,59,27,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0963,Region IV-A,39,23,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0964,Region VII,50,21,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0965,Region I,33,34,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0966,Region IV-A,44,22,BS Science,Biology,General Science,Level 1,High
2026-STAR-0967,Region I,37,13,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0968,NCR,42,13,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0969,Region VII,39,21,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0970,Region I,27,9,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-0971,Region VIII,29,8,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0972,NCR,47,26,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-0973,NCR,33,33,Master of Arts in Ed,General Science,Biology,Level 1,High
2026-STAR-0974,Region III,40,34,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0975,Region I,59,18,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0976,Region III,56,8,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0977,Region I,54,15,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0978,NCR,43,33,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0979,NCR,45,12,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0980,BARMM,27,1,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-0981,Region IV-A,29,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0982,Region I,32,12,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0983,Region III,40,16,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0984,BARMM,44,11,BS Science,Chemistry,Physics,Level 1,High
2026-STAR-0985,Region VII,25,27,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-0986,Region VIII,37,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0987,Region IV-A,51,8,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0988,Region IV-A,36,32,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0989,BARMM,38,5,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-0990,Region IV-A,46,34,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0991,BARMM,37,8,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-0992,Region VII,57,23,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-0993,NCR,36,11,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0994,Region III,35,11,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0995,BARMM,31,4,PhD STEM,General Science,General Science,Level 1,Low
2026-STAR-0996,Region VII,58,6,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0997,Region VII,31,15,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0998,Region VII,39,10,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0999,Region VII,45,12,Bachelor of Secondary Education,Physics,Biology,Level 1,High
2026-STAR-1000,Region VIII,39,2,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-1001,Region VII,35,22,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1002,BARMM,38,8,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1003,Region VIII,30,5,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1004,Region III,40,34,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1005,NCR,53,13,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1006,Region I,39,10,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1007,Region VIII,40,3,BS Science,Biology,Physics,Level 1,High
2026-STAR-1008,Region IV-A,25,15,BS Science,Biology,Physics,Level 1,High
2026-STAR-1009,Region III,43,23,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1010,Region VIII,40,3,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-1011,Region I,43,17,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1012,Region III,57,10,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1013,Region VIII,39,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1014,Region IV-A,54,34,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1015,Region III,42,7,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1016,NCR,49,11,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1017,Region III,38,19,BS Science,Biology,Physics,Level 1,High
2026-STAR-1018,Region IV-A,45,29,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1019,Region I,42,11,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1020,Region IV-A,26,11,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1021,Region VII,40,14,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1022,Region I,49,14,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1023,Region IV-A,28,20,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1024,Region III,26,15,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1025,Region I,37,34,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-1026,Region VII,45,23,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1027,NCR,56,28,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1028,Region IV-A,40,26,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1029,Region IV-A,37,11,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1030,Region VII,35,16,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1031,Region VII,53,7,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1032,Region VII,25,25,BS Science,Mathematics,Chemistry,Level 1,High
2026-STAR-1033,BARMM,23,3,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1034,Region III,57,19,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1035,Region VII,48,8,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1036,Region VIII,36,2,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1037,Region VIII,32,11,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-1038,Region III,51,15,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1039,Region I,50,18,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1040,Region VIII,22,9,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-1041,Region IV-A,50,7,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1042,Region VIII,35,2,Bachelor of Secondary Education,Chemistry,Chemistry,Level 1,Low
2026-STAR-1043,Region VII,54,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1044,Region I,25,27,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1045,NCR,25,23,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1046,BARMM,41,3,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-1047,BARMM,39,2,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-1048,Region IV-A,55,27,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1049,Region VII,40,10,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1050,NCR,42,12,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1051,NCR,55,26,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-1052,Region I,28,33,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1053,BARMM,32,2,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1054,Region I,29,22,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1055,NCR,34,8,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1056,Region I,36,24,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1057,NCR,47,26,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1058,Region I,46,8,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1059,Region VII,26,5,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-1060,NCR,40,18,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1061,Region III,33,7,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1062,Region IV-A,27,29,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1063,BARMM,22,2,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-1064,Region III,46,26,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1065,Region VIII,29,2,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-1066,BARMM,25,8,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1067,BARMM,43,11,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1068,Region III,45,30,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1069,BARMM,29,11,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-1070,NCR,31,24,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1071,Region VIII,36,4,Master of Arts in Ed,Physics,Physics,Level 1,Low
2026-STAR-1072,NCR,34,17,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1073,NCR,37,9,BS Science,Biology,General Science,Level 1,High
2026-STAR-1074,Region VII,32,18,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1075,NCR,46,17,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1076,Region III,55,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1077,NCR,31,29,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1078,Region I,30,32,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1079,Region I,53,28,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1080,BARMM,44,1,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1081,Region IV-A,43,13,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1082,Region VII,44,5,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1083,Region VIII,42,2,PhD STEM,Physics,Physics,Level 1,Low
2026-STAR-1084,NCR,34,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1085,Region IV-A,58,12,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1086,NCR,55,12,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1087,Region I,26,25,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1088,Region I,31,34,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1089,Region VII,27,32,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1090,Region III,56,10,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1091,Region IV-A,36,7,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1092,Region III,55,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1093,Region VIII,29,5,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1094,Region III,46,24,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1095,Region III,50,27,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1096,Region I,59,29,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-1097,NCR,29,30,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1098,Region III,36,15,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1099,Region VII,38,19,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1100,BARMM,25,2,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-1101,BARMM,25,7,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-1102,NCR,57,23,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1103,Region VII,34,29,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1104,Region VIII,44,10,BS Science,Physics,Biology,Level 1,High
2026-STAR-1105,Region I,59,7,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1106,Region IV-A,31,5,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1107,Region VIII,39,9,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1108,Region III,53,16,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1109,Region VIII,39,4,Bachelor of Secondary Education,Chemistry,Chemistry,Level 1,Low
2026-STAR-1110,BARMM,28,8,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1111,Region III,44,33,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1112,NCR,49,24,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1113,Region VIII,22,2,PhD STEM,General Science,Mathematics,Level 1,High
2026-STAR-1114,Region VIII,24,11,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1115,Region VIII,36,4,Bachelor of Secondary Education,Physics,Physics,Level 1,Low
2026-STAR-1116,BARMM,29,9,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1117,Region III,58,15,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1118,Region IV-A,45,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1119,BARMM,36,8,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1120,Region I,50,6,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1121,Region VIII,34,6,Bachelor of Secondary Education,Physics,Biology,Level 1,High
2026-STAR-1122,Region VIII,33,7,BS Science,Biology,General Science,Level 1,High
2026-STAR-1123,Region IV-A,39,30,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1124,Region I,55,17,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1125,Region IV-A,33,6,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1126,Region IV-A,53,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1127,Region VII,45,16,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1128,BARMM,39,8,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-1129,NCR,33,24,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1130,Region VIII,44,10,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1131,BARMM,23,9,BS Science,Biology,Physics,Level 1,High
2026-STAR-1132,BARMM,44,9,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1133,Region I,46,22,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-1134,Region I,43,31,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1135,Region I,35,24,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1136,Region VIII,34,9,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1137,Region I,42,12,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1138,Region IV-A,35,32,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1139,NCR,52,24,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1140,Region III,57,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1141,Region III,53,16,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1142,Region VIII,41,11,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1143,Region VIII,37,7,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-1144,BARMM,25,10,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-1145,Region VIII,33,4,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-1146,BARMM,36,4,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1147,NCR,58,25,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1148,Region VII,50,32,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1149,Region VII,25,13,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1150,Region VIII,26,5,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-1151,Region VIII,27,3,PhD STEM,Physics,Physics,Level 1,Low
2026-STAR-1152,Region IV-A,35,32,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1153,NCR,58,10,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-1154,Region VII,26,29,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1155,Region VII,57,33,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1156,Region IV-A,49,26,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1157,Region I,35,20,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1158,Region III,33,15,PhD STEM,Biology,General Science,Level 1,High
2026-STAR-1159,NCR,42,16,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1160,Region VII,57,29,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1161,Region III,39,11,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1162,Region VIII,44,4,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-1163,Region VII,31,25,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1164,Region VIII,40,2,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-1165,Region III,25,16,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-1166,NCR,28,7,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1167,NCR,25,31,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1168,Region III,38,28,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1169,Region IV-A,48,26,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1170,Region IV-A,52,15,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1171,Region VII,45,19,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1172,Region VII,41,20,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1173,Region VIII,39,1,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-1174,Region I,35,22,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1175,BARMM,41,1,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-1176,NCR,36,23,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1177,Region VIII,25,3,Bachelor of Secondary Education,General Science,Physics,Level 1,High
2026-STAR-1178,Region VIII,42,2,PhD STEM,General Science,Chemistry,Level 1,High
2026-STAR-1179,Region VIII,32,3,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-1180,NCR,46,6,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1181,Region VII,35,15,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1182,Region VIII,23,10,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-1183,Region IV-A,30,8,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1184,Region IV-A,36,25,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1185,Region III,35,25,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1186,NCR,59,20,Master of Arts in Ed,General Science,Biology,Level 1,High
2026-STAR-1187,NCR,32,28,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1188,Region I,31,7,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-1189,Region VII,42,6,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1190,Region III,40,19,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1191,Region III,36,10,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1192,NCR,42,24,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1193,BARMM,43,2,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-1194,Region VII,52,24,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1195,Region I,59,24,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1196,Region III,40,27,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1197,BARMM,28,11,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1198,NCR,31,7,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1199,Region VIII,39,2,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-1200,Region I,39,18,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1201,NCR,50,15,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1202,Region IV-A,30,24,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1203,Region VII,46,31,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1204,NCR,54,32,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1205,Region VIII,42,11,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1206,Region VII,46,11,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1207,Region IV-A,28,16,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1208,Region VII,57,17,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1209,Region IV-A,49,8,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1210,Region III,46,13,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1211,Region I,49,28,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1212,BARMM,41,3,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-1213,Region IV-A,29,22,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1214,Region I,29,23,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1215,Region I,48,7,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1216,Region I,34,34,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1217,Region I,56,25,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1218,Region VII,25,27,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1219,BARMM,33,2,Bachelor of Secondary Education,Mathematics,Mathematics,Level 1,Low
2026-STAR-1220,Region IV-A,56,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1221,Region VII,45,20,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1222,Region III,35,7,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1223,Region III,28,12,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1224,NCR,49,31,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1225,Region III,49,13,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1226,Region IV-A,25,12,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1227,BARMM,31,7,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1228,BARMM,27,8,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1229,Region VIII,25,6,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-1230,BARMM,32,6,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1231,Region VIII,33,5,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1232,Region IV-A,38,28,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1233,NCR,43,20,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1234,Region VIII,34,5,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1235,Region VIII,33,4,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-1236,Region IV-A,52,17,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-1237,Region III,26,14,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1238,Region VII,44,25,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1239,Region III,43,15,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1240,Region III,54,11,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1241,Region III,52,19,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1242,Region I,50,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1243,Region VIII,38,9,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-1244,Region III,42,29,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1245,Region VII,27,34,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1246,NCR,36,11,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1247,NCR,42,32,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1248,Region I,27,19,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1249,NCR,31,7,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1250,Region I,44,32,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1251,Region III,31,19,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-1252,BARMM,32,9,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-1253,Region I,51,26,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1254,Region I,46,12,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1255,NCR,27,19,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1256,BARMM,36,5,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1257,Region VIII,42,5,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1258,Region VIII,39,8,BS Science,Physics,Biology,Level 1,High
