Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-0775,Region IV-A,53,5,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0776,Region VII,31,26,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-0777,Region IV-A,37,34,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0778,BARMM,35,8,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0779,Region I,30,5,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0780,Region IV-A,36,7,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0781,Region I,57,31,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0782,Region VIII,28,10,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0783,Region I,42,15,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0784,Region III,31,15,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0785,NCR,40,23,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0786,Region IV-A,40,15,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0787,Region I,32,24,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0788,Region IV-A,39,10,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0789,NCR,29,18,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0790,Region VII,47,13,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-0791,Region IV-A,39,9,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0792,Region VII,52,31,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0793,Region I,41,5,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0794,Region I,29,16,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0795,Region VIII,30,9,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-0796,Region VII,47,23,BS Science,Physics,Biology,Level 1,High
2026-STAR-0797,NCR,42,9,BS Science,Biology,General Science,Level 1,High
2026-STAR-0798,Region I,39,6,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0799,Region IV-A,34,30,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0800,Region VII,27,12,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0801,Region VII,49,33,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0802,NCR,30,34,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0803,Region VIII,33,9,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0804,Region VIII,43,7,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-0805,NCR,28,10,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0806,Region I,32,14,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0807,Region VIII,29,5,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-0808,Region VII,49,13,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0809,Region IV-A,55,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0810,Region VIII,23,11,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0811,BARMM,30,1,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-0812,Region III,52,11,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0813,Region VIII,41,7,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-0814,Region I,35,25,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0815,Region I,56,33,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0816,Region IV-A,56,7,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-0817,Region III,26,30,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0818,Region III,39,23,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0819,Region I,42,26,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0820,Region III,54,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0821,Region I,31,27,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0822,Region I,55,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0823,Region III,36,14,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0824,Region III,37,31,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0825,Region IV-A,33,23,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-0826,Region I,41,22,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0827,Region VII,25,33,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0828,Region III,44,19,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-0829,Region IV-A,29,9,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-0830,Region VIII,37,3,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-0831,NCR,31,17,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0832,Region I,49,29,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0833,Region VIII,43,7,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-0834,NCR,45,21,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0835,Region I,51,26,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-0836,Region IV-A,42,6,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0837,Region I,46,23,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0838,NCR,48,23,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0839,NCR,49,33,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0840,Region VII,45,7,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0841,Region IV-A,32,7,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0842,Region VII,51,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0843,Region IV-A,55,10,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0844,Region IV-A,52,6,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-0845,Region III,26,26,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0846,Region I,48,21,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-0847,Region I,44,13,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0848,BARMM,36,8,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0849,BARMM,44,10,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-0850,Region I,44,6,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-0851,Region IV-A,25,29,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-0852,NCR,34,23,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0853,NCR,54,10,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-0854,BARMM,43,4,PhD STEM,General Science,General Science,Level 1,Low
2026-STAR-0855,Region VIII,44,5,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-0856,BARMM,28,9,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-0857,Region VIII,42,3,BS Science,General Science,Physics,Level 1,High
2026-STAR-0858,Region VII,46,17,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0859,NCR,34,25,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0860,Region IV-A,33,12,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0861,Region VIII,33,8,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0862,NCR,44,25,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0863,NCR,26,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0864,Region VII,25,21,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0865,Region VII,38,20,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0866,Region I,51,33,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0867,Region III,29,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0868,NCR,47,17,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0869,NCR,51,32,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0870,Region VII,29,27,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0871,Region IV-A,33,19,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0872,Region III,29,5,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0873,NCR,54,14,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0874,Region I,30,27,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0875,Region I,28,22,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0876,NCR,25,27,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-0877,Region I,48,31,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0878,Region VIII,33,2,BS Science,General Science,General Science,Level 1,Low
2026-STAR-0879,Region I,35,5,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-0880,Region I,36,16,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0881,Region VII,53,21,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-0882,Region IV-A,36,24,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0883,Region VIII,22,11,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-0884,Region IV-A,44,14,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0885,Region III,36,16,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-0886,Region VII,53,7,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-0887,NCR,26,18,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0888,Region VII,29,8,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0889,NCR,28,33,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0890,Region IV-A,28,30,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0891,Region I,58,30,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0892,BARMM,30,5,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-0893,NCR,34,23,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0894,Region IV-A,37,23,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0895,BARMM,37,6,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0896,Region I,59,18,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0897,Region VII,28,29,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0898,Region IV-A,41,26,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0899,NCR,30,30,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0900,NCR,45,10,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-0901,Region VIII,25,10,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0902,Region VII,57,28,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-0903,Region III,36,9,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0904,Region VIII,29,4,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-0905,BARMM,32,2,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-0906,Region III,26,26,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0907,Region VIII,44,2,BS Science,Biology,General Science,Level 1,High
2026-STAR-0908,BARMM,35,5,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0909,Region VIII,36,10,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-0910,Region VIII,29,8,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0911,BARMM,42,6,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0912,NCR,32,30,PhD STEM,Biology,General Science,Level 1,High
2026-STAR-0913,Region IV-A,46,10,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0914,Region VII,34,23,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0915,Region VIII,33,7,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0916,Region I,43,10,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0917,Region VII,49,26,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0918,Region VII,45,31,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0919,Region VIII,30,3,BS Science,General Science,General Science,Level 1,Low
2026-STAR-0920,Region IV-A,38,12,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0921,Region VIII,36,2,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-0922,Region VIII,23,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0923,NCR,59,31,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0924,Region I,51,25,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0925,Region I,49,11,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0926,Region VIII,38,3,BS Science,General Science,Physics,Level 1,High
2026-STAR-0927,Region VII,34,27,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0928,BARMM,23,6,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0929,Region I,50,17,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0930,Region III,45,30,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-0931,Region VIII,41,2,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-0932,BARMM,32,5,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0933,Region IV-A,32,26,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0934,NCR,33,16,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0935,BARMM,39,10,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-0936,Region III,59,27,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-0937,Region VII,48,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0938,Region VII,34,29,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0939,NCR,55,27,BS Science,Biology,Physics,Level 1,High
2026-STAR-0940,Region VIII,22,4,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-0941,BARMM,22,2,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-0942,Region VIII,28,10,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-0943,Region III,56,6,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0944,Region I,46,7,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0945,NCR,25,33,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0946,Region IV-A,29,13,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0947,Region I,56,17,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0948,Region VIII,43,6,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-0949,Region VII,30,17,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0950,BARMM,36,3,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-0951,Region VII,56,24,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0952,Region VIII,43,11,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0953,Region III,59,28,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0954,NCR,54,6,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0955,Region I,46,13,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0956,Region IV-A,40,24,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0957,BARMM,35,6,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-0958,NCR,44,7,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0959,Region I,25,33,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0960,Region VII,46,28,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0961,Region IV-A,54,8,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0962,Region IV-A,59,11,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0963,Region III,41,26,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0964,Region IV-A,45,15,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0965,Region IV-A,25,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0966,Region III,53,29,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0967,Region VIII,23,8,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0968,BARMM,22,8,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-0969,BARMM,30,11,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-0970,Region III,51,31,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0971,Region I,29,21,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0972,NCR,26,22,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-0973,BARMM,37,2,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-0974,Region IV-A,42,30,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0975,Region VIII,34,4,BS Science,General Science,Physics,Level 1,High
2026-STAR-0976,Region VII,36,22,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0977,Region IV-A,36,22,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0978,Region VII,56,17,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0979,Region III,25,5,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0980,Region I,57,20,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0981,Region VII,27,24,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0982,NCR,40,27,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0983,NCR,57,29,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0984,Region VII,45,29,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0985,Region IV-A,56,17,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0986,Region VIII,24,3,Bachelor of Secondary Education,General Science,Physics,Level 1,High
2026-STAR-0987,Region VII,25,20,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0988,Region VII,59,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0989,Region III,44,19,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0990,Region VIII,34,7,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-0991,Region I,39,7,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0992,Region I,33,14,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0993,Region VII,39,28,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0994,Region VIII,37,6,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0995,NCR,31,22,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0996,Region VIII,28,3,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-0997,Region VII,37,11,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0998,Region VII,51,23,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0999,NCR,31,31,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1000,NCR,45,14,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1001,Region VII,27,32,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1002,Region III,29,23,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1003,Region IV-A,53,17,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1004,NCR,43,15,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1005,Region III,59,5,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1006,BARMM,24,3,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1007,Region IV-A,55,15,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1008,Region IV-A,42,34,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1009,Region VII,41,6,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1010,Region VIII,38,7,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-1011,Region IV-A,34,32,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-1012,BARMM,32,10,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1013,NCR,53,14,BS Science,Biology,General Science,Level 1,High
2026-STAR-1014,Region VII,41,19,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1015,BARMM,36,4,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-1016,BARMM,38,2,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1017,BARMM,24,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1018,BARMM,35,6,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1019,Region VIII,37,3,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1020,NCR,44,25,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1021,BARMM,35,9,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-1022,Region I,58,9,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-1023,Region III,45,10,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1024,BARMM,25,11,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-1025,NCR,27,7,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1026,NCR,49,9,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1027,BARMM,23,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1028,BARMM,38,5,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1029,Region III,28,12,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1030,BARMM,33,10,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1031,NCR,25,8,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-1032,Region VII,33,11,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-1033,Region VIII,32,8,PhD STEM,Chemistry,General Science,Level 1,High
2026-STAR-1034,BARMM,36,2,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1035,Region III,33,24,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1036,Region IV-A,27,14,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1037,Region IV-A,35,24,PhD STEM,Physics,Chemistry,Level 1,High
2026-STAR-1038,Region I,37,21,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1039,Region III,50,15,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1040,Region I,32,9,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1041,Region VIII,23,3,PhD STEM,Physics,Physics,Level 1,Low
2026-STAR-1042,NCR,46,5,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-1043,Region III,44,25,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1044,Region III,38,15,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1045,NCR,56,29,BS Science,Biology,Physics,Level 1,High
2026-STAR-1046,Region VII,49,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1047,Region I,44,29,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1048,Region VIII,25,2,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-1049,BARMM,44,11,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1050,Region VII,42,31,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1051,BARMM,40,1,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-1052,Region III,43,27,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1053,BARMM,31,7,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1054,Region VII,42,19,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1055,Region VII,48,23,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1056,Region I,40,25,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1057,Region VII,56,17,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1058,NCR,59,8,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1059,Region III,33,16,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1060,Region VIII,36,4,BS Science,Biology,Biology,Level 1,Low
2026-STAR-1061,NCR,30,30,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1062,BARMM,40,3,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-1063,BARMM,30,5,BS Science,Physics,General Science,Level 1,High
2026-STAR-1064,Region VII,50,26,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-1065,Region VIII,24,5,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1066,Region VII,34,23,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1067,Region IV-A,51,11,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1068,Region VII,46,22,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-1069,Region VII,59,21,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1070,Region III,39,19,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1071,Region IV-A,54,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1072,Region VIII,32,9,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1073,Region VIII,32,2,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-1074,BARMM,39,8,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1075,Region IV-A,28,8,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-1076,Region VII,26,30,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-1077,Region IV-A,48,5,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-1078,Region IV-A,35,28,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1079,NCR,51,30,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1080,Region VIII,37,4,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-1081,Region VII,40,22,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1082,Region I,47,25,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1083,BARMM,33,5,PhD STEM,General Science,General Science,Level 3,Low
